,departamento,ID,lat,lon,in_departamentos,empleo,clae2,clae2_desc,empleo_rep
373686,Comuna 13,216161612M8507688G1919194420091,-34.573,-58.468,2091,b. 10-49,86,Servicios de salud humana,25
373695,Comuna 13,24848484P0156GP7GG252525559091,-34.57,-58.461,2091,b. 10-49,86,Servicios de salud humana,25
373699,Comuna 13,25212121P0560GMG8G3333338338091,-34.537,-58.467,2091,b. 10-49,86,Servicios de salud humana,25
373721,Comuna 14,226161612M862028051919195174098,-34.571,-58.434,2098,b. 10-49,86,Servicios de salud humana,25
373813,Comuna 2,2441414126MG681PP61515159119014,-34.59,-58.396,2014,b. 10-49,86,Servicios de salud humana,25
373815,Comuna 2,24494949P0P55161G53131319940014,-34.588,-58.386,2014,b. 10-49,86,Servicios de salud humana,25
373845,Comuna 2,2681818127771800161616168352014,-34.595,-58.409,2014,b. 10-49,86,Servicios de salud humana,25
373855,Comuna 2,27292929P0062166254646466118014,-34.592,-58.394,2014,b. 10-49,86,Servicios de salud humana,25
373881,Comuna 2,2964646427771800151616167287014,-34.595,-58.41,2014,c. 50-199,86,Servicios de salud humana,125
373887,Comuna 3,2269696928M705M52G1818182601021,-34.598,-58.412,2021,b. 10-49,86,Servicios de salud humana,25
373897,Comuna 3,28000000667275077G7777771334021,-34.604,-58.406,2021,b. 10-49,86,Servicios de salud humana,25
373904,Comuna 4,258989891G02717G2G4444441247028,-34.633,-58.375,2028,b. 10-49,86,Servicios de salud humana,25
373926,Comuna 6,230404042M00M602551818184616042,-34.615,-58.441,2042,b. 10-49,86,Servicios de salud humana,25
373929,Comuna 6,24000000652P7867G7521313134695042,-34.609,-58.434,2042,b. 10-49,86,Servicios de salud humana,25
373947,Comuna 7,22090909P008M8M25G2424249146049,-34.63,-58.47,2049,b. 10-49,86,Servicios de salud humana,25
373960,Comuna 9,2029292921626M62MG1212124204063,-34.654,-58.504,2063,b. 10-49,86,Servicios de salud humana,25
374084,Escobar,6341414112GG6272P67P51212127387252,-34.395,-58.738,6252,b. 10-49,86,Servicios de salud humana,25
374085,Escobar,640000006M2G52102G2828282628252,-34.331,-58.769,6252,b. 10-49,86,Servicios de salud humana,25
374165,General Las Heras,63444444P0P15166MG2929295724329,-34.93,-58.95,6329,b. 10-49,86,Servicios de salud humana,25
374564,La Matanza,6541414117P5M0586G1010102483427,-34.679,-58.558,6427,b. 10-49,86,Servicios de salud humana,25
374567,La Matanza,6700000070M80G7P06877232323127427,-34.677,-58.559,6427,b. 10-49,86,Servicios de salud humana,25
374592,La Plata,630000006GP12M825G2525257742441,-34.87,-58.051,6441,b. 10-49,86,Servicios de salud humana,25
374596,La Plata,6425252528PPP1685G1717173099441,-34.903,-57.963,6441,b. 10-49,86,Servicios de salud humana,25
374607,Lanús,610000002M85PP8P25464646656434,-34.711,-58.393,6434,d. 200-499,86,Servicios de salud humana,350
374617,Lanús,676161612M85PP8P2G4646463777434,-34.711,-58.393,6434,c. 50-199,86,Servicios de salud humana,125
374618,Lanús,678181816MG8G575P6MG71717174385434,-34.708,-58.395,6434,b. 10-49,86,Servicios de salud humana,25
374619,Lanús,68242424285G2MG88G1717171914434,-34.709,-58.393,6434,b. 10-49,86,Servicios de salud humana,25
374760,Merlo,6384848417P5M058651010107524539,-34.666,-58.743,6539,b. 10-49,86,Servicios de salud humana,25
374944,Pilar,6200000028815G16051818187120638,-34.448,-58.875,6638,b. 10-49,86,Servicios de salud humana,25
374982,Quilmes,61818181176102M1651010107885658,-34.719,-58.258,6658,b. 10-49,86,Servicios de salud humana,25
375146,San Fernando,61292929P00752P07G2424245943749,-34.445,-58.556,6749,c. 50-199,86,Servicios de salud humana,125
375186,San Isidro,60161616P00P515G2G2323234101756,-34.493,-58.502,6756,b. 10-49,86,Servicios de salud humana,25
375257,San Miguel,6741414176717625PPG2020204920760,-34.542,-58.713,6760,c. 50-199,86,Servicios de salud humana,125
375415,Vicente López,6016161666GGM801167251414145405861,-34.531,-58.481,6861,b. 10-49,86,Servicios de salud humana,25
375417,Vicente López,61646464P0P1GMG11G2929299131861,-34.539,-58.506,6861,b. 10-49,86,Servicios de salud humana,25
441796,Almirante Brown,600000001M5P72PG7G1111115116028,-34.828,-58.388,6028,b. 10-49,86,Servicios de salud humana,25
441798,Almirante Brown,60242424267GG8886G1515157311028,-34.801,-58.398,6028,b. 10-49,86,Servicios de salud humana,25
441803,Almirante Brown,63616161P0PGG7515G3030303152028,-34.81,-58.365,6028,b. 10-49,86,Servicios de salud humana,25
441805,Almirante Brown,642929296768G80076M6M4545456042028,-34.796,-58.388,6028,b. 10-49,86,Servicios de salud humana,25
441813,Almirante Brown,672525256PP85G05G51919193057028,-34.799,-58.389,6028,b. 10-49,86,Servicios de salud humana,25
441816,Almirante Brown,69242424P07P72668G393939400028,-34.827,-58.387,6028,b. 10-49,86,Servicios de salud humana,25
441835,Avellaneda,64292929P021P57G254747472492035,-34.706,-58.316,6035,b. 10-49,86,Servicios de salud humana,25
441838,Avellaneda,65010101275088180G1616167128035,-34.665,-58.366,6035,b. 10-49,86,Servicios de salud humana,25
441840,Avellaneda,66000000155828G6651010104782035,-34.696,-58.334,6035,b. 10-49,86,Servicios de salud humana,25
442360,Comuna 1,250404042PP06GP86M1313139723007,-34.602,-58.371,2007,b. 10-49,86,Servicios de salud humana,25
442362,Comuna 1,2644444471PM7G5P20222020201224007,-34.6,-58.377,2007,b. 10-49,86,Servicios de salud humana,25
442364,Comuna 11,21252525175MP2758G1010103409077,-34.611,-58.468,2077,b. 10-49,86,Servicios de salud humana,25
442366,Comuna 11,22252525P0282P1G1G2929297477077,-34.608,-58.481,2077,b. 10-49,86,Servicios de salud humana,25
442371,Comuna 11,262929296G0217P1PPG1010104561077,-34.61,-58.463,2077,c. 50-199,86,Servicios de salud humana,125
442374,Comuna 11,268989896P6705GM7G7979796849077,-34.6,-58.491,2077,b. 10-49,86,Servicios de salud humana,25
442376,Comuna 11,28292929P0266PPP8G2828283308077,-34.623,-58.48,2077,b. 10-49,86,Servicios de salud humana,25
442377,Comuna 12,208484842GPP8006651313131104084,-34.575,-58.478,2084,b. 10-49,86,Servicios de salud humana,25
442380,Comuna 13,2116161611102786MG8080803408091,-34.557,-58.457,2091,b. 10-49,86,Servicios de salud humana,25
442386,Comuna 13,2409090917G2MPP20G1010102855091,-34.565,-58.459,2091,b. 10-49,86,Servicios de salud humana,25
442387,Comuna 13,252929292M857176PG1919197487091,-34.573,-58.461,2091,b. 10-49,86,Servicios de salud humana,25
442391,Comuna 13,273636362M888510551919199064091,-34.542,-58.468,2091,b. 10-49,86,Servicios de salud humana,25
442392,Comuna 13,28000000P0PPM0G06G3030309951091,-34.56,-58.458,2091,b. 10-49,86,Servicios de salud humana,25
442393,Comuna 13,2809090925PP5G512G4545451770091,-34.565,-58.457,2091,b. 10-49,86,Servicios de salud humana,25
442402,Comuna 14,230000006M11G6GG7G3939394828098,-34.584,-58.415,2098,b. 10-49,86,Servicios de salud humana,25
442404,Comuna 14,26616161P01MP867PG2626265175098,-34.582,-58.424,2098,b. 10-49,86,Servicios de salud humana,25
442405,Comuna 14,26767676762286M50G4747477891098,-34.59,-58.414,2098,b. 10-49,86,Servicios de salud humana,25
442408,Comuna 14,282929296527PP7M16P001313135125098,-34.587,-58.413,2098,b. 10-49,86,Servicios de salud humana,25
442411,Comuna 15,210404042PP06GP8651313131180105,-34.597,-58.435,2105,d. 200-499,86,Servicios de salud humana,350
442414,Comuna 15,250909092PP06GP8701313139598105,-34.597,-58.435,2105,b. 10-49,86,Servicios de salud humana,25
442415,Comuna 15,25252525172PP107GG1010109897105,-34.602,-58.447,2105,c. 50-199,86,Servicios de salud humana,125
442416,Comuna 15,262929292858G1MG0G1717171290105,-34.593,-58.435,2105,b. 10-49,86,Servicios de salud humana,25
442417,Comuna 15,28818181P027G5577G2828281338105,-34.597,-58.436,2105,b. 10-49,86,Servicios de salud humana,25
442421,Comuna 2,215656562MM258G5M52020208074014,-34.591,-58.4,2014,b. 10-49,86,Servicios de salud humana,25
442423,Comuna 2,220000002P652P716G1313138867014,-34.598,-58.403,2014,b. 10-49,86,Servicios de salud humana,25
442424,Comuna 2,220909092PP06GP86G1313137322014,-34.586,-58.406,2014,c. 50-199,86,Servicios de salud humana,125
442434,Comuna 2,26818181251G20672G4545458691014,-34.598,-58.397,2014,b. 10-49,86,Servicios de salud humana,25
442436,Comuna 2,27212121267517P80G1515151924014,-34.586,-58.404,2014,b. 10-49,86,Servicios de salud humana,25
442439,Comuna 2,2781818126758258MG1515157309014,-34.594,-58.403,2014,b. 10-49,86,Servicios de salud humana,25
442440,Comuna 2,280101012PP06GP8661313133142014,-34.585,-58.404,2014,b. 10-49,86,Servicios de salud humana,25
442443,Comuna 3,21565656710575P2661522525255152021,-34.609,-58.4,2021,b. 10-49,86,Servicios de salud humana,25
442449,Comuna 3,23767676216007G76G1212122754021,-34.601,-58.405,2021,b. 10-49,86,Servicios de salud humana,25
442451,Comuna 3,248989892P8G82808G1313136760021,-34.601,-58.405,2021,b. 10-49,86,Servicios de salud humana,25
442454,Comuna 4,242929292685M60P254545458931028,-34.639,-58.366,2028,c. 50-199,86,Servicios de salud humana,125
442455,Comuna 4,248484841P2G18G7MG9090909625028,-34.638,-58.374,2028,b. 10-49,86,Servicios de salud humana,25
442458,Comuna 4,26292929676PM575G62929292862028,-34.629,-58.378,2028,b. 10-49,86,Servicios de salud humana,25
442459,Comuna 4,26767676P0082M76852424245379028,-34.632,-58.391,2028,b. 10-49,86,Servicios de salud humana,25
442460,Comuna 4,268484842685M60P2G4545456531028,-34.639,-58.366,2028,d. 200-499,86,Servicios de salud humana,350
442461,Comuna 4,280404047P6G82271674545455614028,-34.639,-58.366,2028,b. 10-49,86,Servicios de salud humana,25
442462,Comuna 4,284949492PP5P00GP5131313628028,-34.654,-58.39,2028,b. 10-49,86,Servicios de salud humana,25
442466,Comuna 5,2249494921282068PG1212122222035,-34.612,-58.424,2035,b. 10-49,86,Servicios de salud humana,25
442467,Comuna 5,227676762GPP80066G1313136215035,-34.604,-58.42,2035,b. 10-49,86,Servicios de salud humana,25
442468,Comuna 5,23696969281506P52G4545455115035,-34.63,-58.426,2035,b. 10-49,86,Servicios de salud humana,25
442473,Comuna 5,28616161P070M16P6G3838383191035,-34.619,-58.416,2035,b. 10-49,86,Servicios de salud humana,25
442474,Comuna 5,29000000171167162G1010109298035,-34.604,-58.424,2035,b. 10-49,86,Servicios de salud humana,25
442477,Comuna 6,296969692M18606MP04545451078042,-34.61,-58.433,2042,b. 10-49,86,Servicios de salud humana,25
442480,Comuna 7,21444444278M2P1P7G1616163427049,-34.634,-58.47,2049,b. 10-49,86,Servicios de salud humana,25
442482,Comuna 7,230101012PP06GP8681313131105049,-34.636,-58.453,2049,b. 10-49,86,Servicios de salud humana,25
442484,Comuna 7,252525252215GG78PG1212127986049,-34.631,-58.464,2049,d. 200-499,86,Servicios de salud humana,350
442487,Comuna 7,268989892MM1MG8P7G2020203773049,-34.622,-58.466,2049,b. 10-49,86,Servicios de salud humana,25
442488,Comuna 7,270909092M86586P251919197081049,-34.631,-58.464,2049,c. 50-199,86,Servicios de salud humana,125
442632,Escobar,6404040415155025MG1010102735252,-34.351,-58.796,6252,b. 10-49,86,Servicios de salud humana,25
442642,Esteban Echeverría,61000000P0P1077G2G4747477137260,-34.815,-58.466,6260,b. 10-49,86,Servicios de salud humana,25
442645,Esteban Echeverría,65252525P0787G151G4141419305260,-34.816,-58.467,6260,b. 10-49,86,Servicios de salud humana,25
442647,Esteban Echeverría,656161612G66P0GP8G1414145113260,-34.814,-58.466,6260,b. 10-49,86,Servicios de salud humana,25
442649,Esteban Echeverría,668484842MM8P71G7G2121211504260,-34.814,-58.467,6260,b. 10-49,86,Servicios de salud humana,25
442651,Esteban Echeverría,68292929P005821MMG2323231203260,-34.817,-58.465,6260,b. 10-49,86,Servicios de salud humana,25
442674,Florencio Varela,69565656P0757M276G4040404835274,-34.781,-58.264,6274,b. 10-49,86,Servicios de salud humana,25
442841,General Rodríguez,67767676P077GPP05G4141411629364,-34.61,-58.95,6364,b. 10-49,86,Servicios de salud humana,25
442843,General San Martín,6325252570MPP065654141416823371,-34.578,-58.539,6371,b. 10-49,86,Servicios de salud humana,25
442847,General San Martín,652424242PP62M8M2G1313136596371,-34.562,-58.538,6371,b. 10-49,86,Servicios de salud humana,25
442852,General San Martín,66898989267M2GP7GG1515154223371,-34.58,-58.536,6371,b. 10-49,86,Servicios de salud humana,25
442949,Hurlingham,65848484P011M2GPMG2525253641408,-34.59,-58.64,6408,b. 10-49,86,Servicios de salud humana,25
442967,José C. Paz,68252525P0PG8P767G3030304117412,-34.52,-58.75,6412,b. 10-49,86,Servicios de salud humana,25
443039,La Matanza,606969692M8P27601G181818369427,-34.682,-58.555,6427,c. 50-199,86,Servicios de salud humana,125
443044,La Matanza,62000000P008GG050G2424249224427,-34.683,-58.557,6427,b. 10-49,86,Servicios de salud humana,25
443052,La Matanza,64363636P0G0M0578G3131318477427,-34.748,-58.586,6427,b. 10-49,86,Servicios de salud humana,25
443055,La Matanza,64696969182G70628G1111118526427,-34.642,-58.569,6427,b. 10-49,86,Servicios de salud humana,25
443062,La Matanza,65565656P05GP8060G3232322899427,-34.645,-58.564,6427,b. 10-49,86,Servicios de salud humana,25
443081,La Plata,61242424P01PP27M552525254739441,-34.85,-58.081,6441,b. 10-49,86,Servicios de salud humana,25
443084,La Plata,62363636P0011G26GG222222622441,-34.908,-57.966,6441,b. 10-49,86,Servicios de salud humana,25
443088,La Plata,63818181816G1125MG8989898823441,-34.91,-57.952,6441,b. 10-49,86,Servicios de salud humana,25
443093,La Plata,65040404P0P826G1M53131319146441,-34.924,-57.937,6441,b. 10-49,86,Servicios de salud humana,25
443098,La Plata,65696969P052M22M0G3232323364441,-34.927,-57.95,6441,b. 10-49,86,Servicios de salud humana,25
443107,La Plata,67565656P02M56862G2929293158441,-34.872,-58.046,6441,b. 10-49,86,Servicios de salud humana,25
443108,La Plata,678989892MM610MM2G4646467949441,-34.911,-57.958,6441,b. 10-49,86,Servicios de salud humana,25
443120,Lanús,652525256M8M8208264040404804434,-34.675,-58.404,6434,b. 10-49,86,Servicios de salud humana,25
443124,Lanús,663636366MMM0581P6585858768434,-34.704,-58.391,6434,b. 10-49,86,Servicios de salud humana,25
443126,Lanús,6704040476077P50PG4747477141434,-34.708,-58.395,6434,b. 10-49,86,Servicios de salud humana,25
443176,Lomas de Zamora,606464646G57PM026G3838381063490,-34.757,-58.401,6490,b. 10-49,86,Servicios de salud humana,25
443180,Lomas de Zamora,622525258080P17M555252522039490,-34.764,-58.405,6490,b. 10-49,86,Servicios de salud humana,25
443196,Lomas de Zamora,67616161P020PMM50G2727272076490,-34.753,-58.401,6490,b. 10-49,86,Servicios de salud humana,25
443198,Lomas de Zamora,68040404668767202G2828282595490,-34.755,-58.403,6490,b. 10-49,86,Servicios de salud humana,25
443210,Luján,62848484P01228G01G2525258177497,-34.569,-59.108,6497,b. 10-49,86,Servicios de salud humana,25
443213,Luján,6700000080270727177272722841497,-34.569,-59.115,6497,b. 10-49,86,Servicios de salud humana,25
443284,Merlo,65252525P0587780GG3434344271539,-34.675,-58.719,6539,b. 10-49,86,Servicios de salud humana,25
443298,Moreno,602525255825G10628G01010105124560,-34.643,-58.784,6560,b. 10-49,86,Servicios de salud humana,25
443312,Morón,616969692M855227254646463021568,-34.66,-58.63,6568,b. 10-49,86,Servicios de salud humana,25
443313,Morón,6204040417P62M61681010106219568,-34.656,-58.615,6568,b. 10-49,86,Servicios de salud humana,25
443318,Morón,63040404288P56876G1818187660568,-34.652,-58.617,6568,b. 10-49,86,Servicios de salud humana,25
443320,Morón,642525257152P6P5G667503535353501568,-34.625,-58.596,6568,b. 10-49,86,Servicios de salud humana,25
443329,Morón,67494949P0P627P1MG3131317118568,-34.654,-58.643,6568,b. 10-49,86,Servicios de salud humana,25
443330,Morón,67616161152P8617GG1010102567568,-34.651,-58.645,6568,b. 10-49,86,Servicios de salud humana,25
443335,Morón,69363636P06G1G7G2G3535352154568,-34.624,-58.596,6568,b. 10-49,86,Servicios de salud humana,25
443438,Pilar,626464642M8G66M0G61919193048638,-34.456,-58.914,6638,b. 10-49,86,Servicios de salud humana,25
443446,Pilar,6641414170772G68174141418825638,-34.456,-58.899,6638,b. 10-49,86,Servicios de salud humana,25
443466,Presidente Perón,64010101276P58556G1616168754648,-34.92,-58.38,6648,b. 10-49,86,Servicios de salud humana,25
443508,Quilmes,68252525P025M15M6G2828287878658,-34.732,-58.265,6658,b. 10-49,86,Servicios de salud humana,25
443672,San Fernando,616969696P7P02652G5656563698749,-34.438,-58.56,6749,b. 10-49,86,Servicios de salud humana,25
443717,San Isidro,61292929P075108GPG4040405568756,-34.511,-58.568,6756,b. 10-49,86,Servicios de salud humana,25
443722,San Isidro,627676762685M60P254545455935756,-34.471,-58.51,6756,b. 10-49,86,Servicios de salud humana,25
443725,San Isidro,63252525P06576211G3636368077756,-34.511,-58.568,6756,b. 10-49,86,Servicios de salud humana,25
443730,San Isidro,654141412685M60P2G4545451206756,-34.49,-58.499,6756,c. 50-199,86,Servicios de salud humana,125
443738,San Isidro,6861616170772G68154141419669756,-34.472,-58.516,6756,b. 10-49,86,Servicios de salud humana,25
443787,San Miguel,6356565686208GG02G1515156946760,-34.541,-58.716,6760,b. 10-49,86,Servicios de salud humana,25
443789,San Miguel,6509090972570G28854343435686760,-34.544,-58.708,6760,b. 10-49,86,Servicios de salud humana,25
443877,Tigre,6525252567PM108P2G2020204350805,-34.495,-58.632,6805,b. 10-49,86,Servicios de salud humana,25
443900,Tres de Febrero,614141412M8767M85G1919192053840,-34.609,-58.561,6840,b. 10-49,86,Servicios de salud humana,25
443937,Vicente López,6204040467P8GPP7MG2020204671861,-34.523,-58.485,6861,b. 10-49,86,Servicios de salud humana,25
443944,Vicente López,6724242470772G681G4141417304861,-34.523,-58.485,6861,c. 50-199,86,Servicios de salud humana,125
443948,Vicente López,6849494981GM1P508G8787875894861,-34.536,-58.509,6861,b. 10-49,86,Servicios de salud humana,25
443971,Zárate,62363636770P15PMP55151511229882,-34.093,-59.027,6882,b. 10-49,86,Servicios de salud humana,25
451265,Comuna 1,25252525P05G1226PG3232321376007,-34.611,-58.39,2007,c. 50-199,86,Servicios de salud humana,125
451281,Comuna 14,25696969288826MG2G1818189630098,-34.589,-58.421,2098,b. 10-49,86,Servicios de salud humana,25
451352,La Plata,644141412M12P7086G1818186409441,-34.905,-57.953,6441,c. 50-199,86,Servicios de salud humana,125
451370,Moreno,66898989P0P1M6082G4747477741560,-34.591,-58.748,6560,b. 10-49,86,Servicios de salud humana,25
451389,Pilar,66818181P0PG111G653030305548638,-34.475,-58.9,6638,c. 50-199,86,Servicios de salud humana,125
451459,Vicente López,69363636P017027M7G2626262504861,-34.528,-58.492,6861,b. 10-49,86,Servicios de salud humana,25
483049,Almirante Brown,61414141P00MG88M0G2424249053028,-34.817,-58.339,6028,c. 50-199,86,Servicios de salud humana,125
483050,Almirante Brown,61767676250681865G1414143377028,-34.806,-58.338,6028,c. 50-199,86,Servicios de salud humana,125
483051,Almirante Brown,6469696915G7G622MG1010108189028,-34.796,-58.388,6028,d. 200-499,86,Servicios de salud humana,350
483052,Almirante Brown,67010101P005M806552323233064028,-34.779,-58.334,6028,b. 10-49,86,Servicios de salud humana,25
483053,Almirante Brown,683636362711702P1G1515155695028,-34.818,-58.39,6028,c. 50-199,86,Servicios de salud humana,125
483054,Almirante Brown,68616161267GG0256G1515152806028,-34.828,-58.388,6028,d. 200-499,86,Servicios de salud humana,350
483060,Avellaneda,622525252MMP02602P2020201216035,-34.666,-58.357,6035,b. 10-49,86,Servicios de salud humana,25
483061,Avellaneda,638484841P71G8G5269393933403035,-34.665,-58.36,6035,b. 10-49,86,Servicios de salud humana,25
483062,Avellaneda,6481818128M082GG651818185797035,-34.674,-58.35,6035,b. 10-49,86,Servicios de salud humana,25
483063,Avellaneda,6600000028M082GG6G1818183218035,-34.674,-58.35,6035,b. 10-49,86,Servicios de salud humana,25
483065,Avellaneda,6636363627502M17PG1616164421035,-34.685,-58.35,6035,c. 50-199,86,Servicios de salud humana,125
483066,Avellaneda,676464646M7M0G05866750181818519035,-34.674,-58.35,6035,b. 10-49,86,Servicios de salud humana,25
483067,Avellaneda,691616162MMP02602G2020203259035,-34.666,-58.357,6035,c. 50-199,86,Servicios de salud humana,125
483080,Berazategui,6209090927067M76651515154845091,-34.805,-58.217,6091,c. 50-199,86,Servicios de salud humana,125
483081,Berazategui,6704040467M501P78667501515152333091,-34.805,-58.217,6091,c. 50-199,86,Servicios de salud humana,125
483082,Berisso,664141412MM88611PG222222825098,-34.91,-57.92,6098,b. 10-49,86,Servicios de salud humana,25
483083,Berisso,67646464P0PPP6055G3030302347098,-34.88,-57.89,6098,b. 10-49,86,Servicios de salud humana,25
483091,Campana,660000002M8M62P55G1919191107126,-34.16,-58.96,6126,d. 200-499,86,Servicios de salud humana,350
483249,Comuna 1,20969696586P2M20767284444441089007,-34.603,-58.387,2007,b. 10-49,86,Servicios de salud humana,25
483250,Comuna 1,216161612M871G76MG1919193350007,-34.601,-58.386,2007,b. 10-49,86,Servicios de salud humana,25
483251,Comuna 1,21848484P0018P7P8G2222227233007,-34.593,-58.374,2007,c. 50-199,86,Servicios de salud humana,125
483255,Comuna 1,2425252517M12P1P1P1010101894007,-34.62,-58.39,2007,d. 200-499,86,Servicios de salud humana,350
483260,Comuna 1,294949491P721GPPMM9393931280007,-34.6,-58.38,2007,b. 10-49,86,Servicios de salud humana,25
483262,Comuna 11,210404045G650752265G2939393127077,-34.59,-58.507,2077,d. 200-499,86,Servicios de salud humana,350
483264,Comuna 11,217676762PP616887G1313138180077,-34.602,-58.505,2077,c. 50-199,86,Servicios de salud humana,125
483265,Comuna 11,226161611P7G08G25P9494948201077,-34.606,-58.507,2077,d. 200-499,86,Servicios de salud humana,350
483266,Comuna 11,230101011P715P7M7G9393933001077,-34.59,-58.507,2077,d. 200-499,86,Servicios de salud humana,350
483267,Comuna 11,23090909P02GP6112G4747477162077,-34.612,-58.528,2077,b. 10-49,86,Servicios de salud humana,25
483268,Comuna 11,23565656251085P26G1414143168077,-34.603,-58.486,2077,c. 50-199,86,Servicios de salud humana,125
483271,Comuna 11,2625252522G22681MG1212122353077,-34.612,-58.466,2077,e. 500+,86,Servicios de salud humana,500
483272,Comuna 11,287676766050PG6M1589393934549077,-34.59,-58.507,2077,b. 10-49,86,Servicios de salud humana,25
483273,Comuna 12,22646464P0180MP55G2626263031084,-34.556,-58.485,2084,c. 50-199,86,Servicios de salud humana,125
483277,Comuna 13,21252525P061MPG62G3535352780091,-34.555,-58.439,2091,c. 50-199,86,Servicios de salud humana,125
483282,Comuna 13,230101017088G802M65GM2020202966091,-34.577,-58.451,2091,d. 200-499,86,Servicios de salud humana,350
483283,Comuna 13,240000001P71G8G52M9393936373091,-34.564,-58.46,2091,b. 10-49,86,Servicios de salud humana,25
483284,Comuna 13,24242424268MG266GG1515151855091,-34.573,-58.457,2091,b. 10-49,86,Servicios de salud humana,25
483285,Comuna 13,246464642M88MP7GGG1919198384091,-34.551,-58.47,2091,c. 50-199,86,Servicios de salud humana,125
483286,Comuna 13,2636363615P650282G4444445153091,-34.577,-58.451,2091,e. 500+,86,Servicios de salud humana,500
483287,Comuna 13,26848484P0P188700G3030306726091,-34.547,-58.467,2091,c. 50-199,86,Servicios de salud humana,125
483289,Comuna 13,284444446050PG6M1PM9393933995091,-34.567,-58.453,2091,b. 10-49,86,Servicios de salud humana,25
483290,Comuna 13,290000006050PG6M1GM9393931909091,-34.572,-58.448,2091,b. 10-49,86,Servicios de salud humana,25
483291,Comuna 14,202121211P712MP07G939393493098,-34.578,-58.404,2098,e. 500+,86,Servicios de salud humana,500
483292,Comuna 14,220000001P7P08M55P9393936752098,-34.593,-58.414,2098,b. 10-49,86,Servicios de salud humana,25
483293,Comuna 14,230000001P712MP07P9393938168098,-34.578,-58.404,2098,c. 50-199,86,Servicios de salud humana,125
483294,Comuna 14,2300000027625718051616168201098,-34.571,-58.437,2098,b. 10-49,86,Servicios de salud humana,25
483295,Comuna 14,234444445G6G8P0P282G09393935807098,-34.578,-58.404,2098,d. 200-499,86,Servicios de salud humana,350
483296,Comuna 14,2389898916P517680G1010104315098,-34.583,-58.404,2098,d. 200-499,86,Servicios de salud humana,350
483297,Comuna 14,25363636568MM12P6602PG1010101676098,-34.575,-58.422,2098,b. 10-49,86,Servicios de salud humana,25
483298,Comuna 14,25767676P01G8M22M52525257913098,-34.571,-58.437,2098,c. 50-199,86,Servicios de salud humana,125
483299,Comuna 14,2801010125G71GM6GG1414144594098,-34.597,-58.422,2098,e. 500+,86,Servicios de salud humana,500
483301,Comuna 15,210101011P718P7P5G939393762105,-34.606,-58.443,2105,e. 500+,86,Servicios de salud humana,500
483302,Comuna 15,210404042MPG176MMP1818181854105,-34.6,-58.44,2105,b. 10-49,86,Servicios de salud humana,25
483303,Comuna 15,246161611P71G8G5P09393936252105,-34.579,-58.478,2105,b. 10-49,86,Servicios de salud humana,25
483304,Comuna 15,250000002M86P2PPMG1919199863105,-34.574,-58.468,2105,e. 500+,86,Servicios de salud humana,500
483306,Comuna 2,204141416050PG6M1509393935437014,-34.597,-58.402,2014,b. 10-49,86,Servicios de salud humana,25
483307,Comuna 2,220000001P712P80M89393937174014,-34.592,-58.403,2014,c. 50-199,86,Servicios de salud humana,125
483308,Comuna 2,220000001P721GPPM69393938473014,-34.597,-58.389,2014,b. 10-49,86,Servicios de salud humana,25
483309,Comuna 2,222929291P71PP22P59393934280014,-34.598,-58.401,2014,e. 500+,86,Servicios de salud humana,500
483312,Comuna 2,251616161P712P80MG9393938027014,-34.592,-58.402,2014,e. 500+,86,Servicios de salud humana,500
483314,Comuna 2,270101011P712P80MM9393933558014,-34.591,-58.401,2014,b. 10-49,86,Servicios de salud humana,25
483315,Comuna 2,272525251P71PP22PP9393932042014,-34.599,-58.401,2014,b. 10-49,86,Servicios de salud humana,25
483317,Comuna 2,2776767612761G18MP8787871348014,-34.591,-58.397,2014,b. 10-49,86,Servicios de salud humana,25
483318,Comuna 2,280101011P712P80M79393936735014,-34.591,-58.403,2014,c. 50-199,86,Servicios de salud humana,125
483319,Comuna 2,2829292912761G18MG878787123014,-34.592,-58.397,2014,c. 50-199,86,Servicios de salud humana,125
483320,Comuna 2,297676761P71PP22PG939393540014,-34.599,-58.401,2014,c. 50-199,86,Servicios de salud humana,125
483321,Comuna 3,214444441P71G5622G4444448218021,-34.607,-58.397,2021,c. 50-199,86,Servicios de salud humana,125
483325,Comuna 3,218181815G651058880M89393934491021,-34.615,-58.408,2021,e. 500+,86,Servicios de salud humana,500
483329,Comuna 3,286161611P7P08M55G9393936275021,-34.607,-58.399,2021,c. 50-199,86,Servicios de salud humana,125
483330,Comuna 3,286464642777P2712G4545453929021,-34.602,-58.394,2021,d. 200-499,86,Servicios de salud humana,350
483331,Comuna 3,286969691M755GMPG51111117513021,-34.618,-58.408,2021,b. 10-49,86,Servicios de salud humana,25
483332,Comuna 3,294444441M755GMPGG1111114714021,-34.616,-58.404,2021,d. 200-499,86,Servicios de salud humana,350
483333,Comuna 3,29444444P0PG1752763030308341021,-34.616,-58.404,2021,b. 10-49,86,Servicios de salud humana,25
483334,Comuna 3,29696969P0PG1752753030307240021,-34.621,-58.404,2021,d. 200-499,86,Servicios de salud humana,350
483335,Comuna 4,286969691P721GPPMP9393931341028,-34.635,-58.388,2028,b. 10-49,86,Servicios de salud humana,25
483336,Comuna 4,294444441P721GPPMG9393931415028,-34.634,-58.388,2028,e. 500+,86,Servicios de salud humana,500
