,departamento,lat,lon,empleo,clae2,clae2_desc,empleo_rep
221000,Comuna 8,-34.665,-58.437,c. 50-199,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",125
221001,Comuna 9,-34.652,-58.523,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221002,Comuna 9,-34.651,-58.492,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221003,Comuna 9,-34.651,-58.502,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221004,Comuna 9,-34.634,-58.522,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221005,Escobar,-34.415,-58.727,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221006,Escobar,-34.351,-58.805,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221007,Escobar,-34.406,-58.732,e. 500+,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",500
221008,Escobar,-34.406,-58.732,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221009,Escobar,-34.397,-58.739,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221010,Escobar,-34.437,-58.728,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221011,Escobar,-34.335,-58.777,c. 50-199,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",125
221012,Escobar,-34.342,-58.801,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221013,Escobar,-34.346,-58.809,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221014,Escobar,-34.377,-58.712,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221015,Esteban Echeverría,-34.901,-58.493,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221016,Esteban Echeverría,-34.81,-58.489,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221017,Esteban Echeverría,-34.839,-58.462,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221018,Esteban Echeverría,-34.773,-58.472,c. 50-199,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",125
221019,Esteban Echeverría,-34.839,-58.474,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221020,Esteban Echeverría,-34.839,-58.473,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221021,Exaltación de la Cruz,-34.32,-58.99,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221022,Ezeiza,-34.9,-58.59,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221023,Ezeiza,-34.87,-58.52,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221024,Ezeiza,-34.91,-58.6,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221025,Ezeiza,-34.91,-58.59,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221026,Florencio Varela,-34.804,-58.269,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221027,Florencio Varela,-34.773,-58.269,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221028,Florencio Varela,-34.85,-58.193,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221029,Florencio Varela,-34.777,-58.27,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221030,Florencio Varela,-34.772,-58.272,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221031,General Rodríguez,-34.6,-58.9,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221032,General Rodríguez,-34.61,-58.94,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221033,General Rodríguez,-34.59,-58.89,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221034,General Rodríguez,-34.64,-58.99,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221035,General Rodríguez,-34.68,-58.95,c. 50-199,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",125
221036,General San Martín,-34.566,-58.561,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221037,General San Martín,-34.565,-58.589,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221038,General San Martín,-34.583,-58.534,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221039,General San Martín,-34.537,-58.551,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221040,General San Martín,-34.53,-58.569,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221041,General San Martín,-34.592,-58.526,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221042,General San Martín,-34.527,-58.562,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221043,General San Martín,-34.54,-58.58,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221044,General San Martín,-34.538,-58.579,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221045,General San Martín,-34.562,-58.589,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221046,General San Martín,-34.534,-58.56,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221047,General San Martín,-34.538,-58.549,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221048,General San Martín,-34.562,-58.519,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221049,General San Martín,-34.594,-58.537,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221050,General San Martín,-34.567,-58.517,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221051,General San Martín,-34.556,-58.593,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221052,General San Martín,-34.557,-58.546,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221053,General San Martín,-34.545,-58.537,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221054,General San Martín,-34.525,-58.565,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221055,General San Martín,-34.565,-58.519,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221056,General San Martín,-34.586,-58.527,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221057,General San Martín,-34.531,-58.56,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221058,General San Martín,-34.591,-58.549,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221059,General San Martín,-34.559,-58.525,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221060,General San Martín,-34.583,-58.532,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221061,Hurlingham,-34.59,-58.65,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221062,Hurlingham,-34.61,-58.62,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221063,Hurlingham,-34.57,-58.65,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221064,Hurlingham,-34.59,-58.65,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221065,Ituzaingó,-34.64,-58.682,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221066,Ituzaingó,-34.63,-58.711,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221067,Ituzaingó,-34.628,-58.694,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221068,Ituzaingó,-34.628,-58.694,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221069,La Matanza,-34.671,-58.555,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221070,La Matanza,-34.775,-58.622,c. 50-199,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",125
221071,La Matanza,-34.699,-58.577,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221072,La Matanza,-34.705,-58.627,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221073,La Matanza,-34.692,-58.549,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221074,La Matanza,-34.86,-58.675,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221075,La Matanza,-34.675,-58.534,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221076,La Matanza,-34.862,-58.672,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221077,La Matanza,-34.675,-58.535,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221078,La Matanza,-34.675,-58.577,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221079,La Matanza,-34.751,-58.605,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221080,La Matanza,-34.712,-58.514,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221081,La Matanza,-34.7,-58.62,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221082,La Matanza,-34.734,-58.553,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221083,La Matanza,-34.694,-58.539,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221084,La Matanza,-34.699,-58.577,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221085,La Matanza,-34.658,-58.572,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221086,La Matanza,-34.675,-58.54,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221087,La Matanza,-34.781,-58.64,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221088,La Matanza,-34.688,-58.53,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221089,La Matanza,-34.659,-58.525,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221090,La Matanza,-34.692,-58.483,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221091,La Matanza,-34.761,-58.625,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221092,La Matanza,-34.678,-58.511,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221093,La Matanza,-34.674,-58.609,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221094,La Plata,-34.958,-57.971,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221095,La Plata,-34.886,-57.973,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221096,La Plata,-34.854,-58.078,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221097,La Plata,-34.991,-58.039,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221098,La Plata,-34.898,-57.974,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221099,La Plata,-34.849,-58.088,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221100,La Plata,-35.01,-58.113,c. 50-199,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",125
221101,La Plata,-34.981,-58.092,c. 50-199,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",125
221102,La Plata,-34.893,-57.985,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221103,La Plata,-34.953,-57.963,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221104,La Plata,-34.962,-58.061,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221105,Lanús,-34.686,-58.387,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221106,Lanús,-34.705,-58.43,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221107,Lanús,-34.703,-58.417,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221108,Lanús,-34.707,-58.428,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221109,Lanús,-34.723,-58.367,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221110,Lanús,-34.705,-58.431,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221111,Lanús,-34.67,-58.405,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221112,Lanús,-34.721,-58.342,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221113,Lanús,-34.699,-58.398,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221114,Lanús,-34.705,-58.43,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221115,Lanús,-34.689,-58.423,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221116,Lanús,-34.67,-58.4,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221117,Lanús,-34.687,-58.389,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221118,Lanús,-34.686,-58.406,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221119,Lomas de Zamora,-34.775,-58.431,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221120,Lomas de Zamora,-34.796,-58.419,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221121,Lomas de Zamora,-34.743,-58.448,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221122,Lomas de Zamora,-34.757,-58.353,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221123,Lomas de Zamora,-34.801,-58.411,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221124,Lomas de Zamora,-34.813,-58.422,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221125,Lomas de Zamora,-34.779,-58.423,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221126,Lomas de Zamora,-34.764,-58.447,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221127,Luján,-34.543,-59.131,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221128,Luján,-34.56,-59.092,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221129,Luján,-34.554,-59.124,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221130,Luján,-34.551,-59.13,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221131,Luján,-34.573,-59.076,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221132,Luján,-34.57,-59.11,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221133,Luján,-34.56,-59.11,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221134,Luján,-34.541,-59.12,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221135,Luján,-34.584,-59.105,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221136,Luján,-34.552,-59.129,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221137,Marcos Paz,-34.77,-58.83,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221138,Marcos Paz,-34.75,-58.81,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221139,Merlo,-34.645,-58.718,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221140,Merlo,-34.69,-58.767,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221141,Merlo,-34.699,-58.75,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221142,Merlo,-34.703,-58.748,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221143,Merlo,-34.676,-58.691,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221144,Merlo,-34.67,-58.749,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221145,Moreno,-34.619,-58.837,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221146,Moreno,-34.607,-58.746,c. 50-199,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",125
221147,Moreno,-34.621,-58.833,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221148,Moreno,-34.623,-58.829,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221149,Moreno,-34.626,-58.811,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221150,Moreno,-34.629,-58.805,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221151,Moreno,-34.64,-58.788,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221152,Moreno,-34.645,-58.787,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221153,Moreno,-34.614,-58.864,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221154,Moreno,-34.621,-58.844,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221155,Moreno,-34.619,-58.816,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221156,Morón,-34.648,-58.607,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221157,Morón,-34.647,-58.593,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221158,Morón,-34.638,-58.652,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221159,Morón,-34.626,-58.606,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221160,Morón,-34.646,-58.593,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221161,Morón,-34.635,-58.628,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221162,Morón,-34.65,-58.623,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221163,Pilar,-34.411,-58.849,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221164,Pilar,-34.453,-58.931,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221165,Pilar,-34.46,-58.914,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221166,Pilar,-34.433,-58.99,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221167,Pilar,-34.455,-58.922,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221168,Pilar,-34.462,-58.908,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221169,Pilar,-34.457,-58.924,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221170,Presidente Perón,-34.92,-58.38,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221171,Quilmes,-34.75,-58.304,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221172,Quilmes,-34.745,-58.295,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221173,Quilmes,-34.727,-58.308,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221174,Quilmes,-34.723,-58.303,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221175,Quilmes,-34.722,-58.304,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221176,Quilmes,-34.728,-58.247,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221177,Quilmes,-34.731,-58.31,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221178,Quilmes,-34.736,-58.256,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221179,Quilmes,-34.716,-58.296,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221180,Quilmes,-34.719,-58.298,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221181,Quilmes,-34.712,-58.27,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221182,Quilmes,-34.72,-58.323,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221183,Quilmes,-34.753,-58.291,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221184,Quilmes,-34.708,-58.31,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221185,Quilmes,-34.747,-58.287,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221186,San Fernando,-34.462,-58.55,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221187,San Fernando,-34.446,-58.576,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221188,San Fernando,-34.461,-58.545,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221189,San Isidro,-34.523,-58.556,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221190,San Isidro,-34.501,-58.533,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221191,San Isidro,-34.463,-58.538,c. 50-199,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",125
221192,San Isidro,-34.477,-58.572,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221193,San Isidro,-34.501,-58.528,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221194,San Isidro,-34.501,-58.533,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221195,San Isidro,-34.503,-58.57,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221196,San Isidro,-34.506,-58.579,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221197,San Isidro,-34.493,-58.59,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221198,San Isidro,-34.503,-58.57,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221199,San Isidro,-34.518,-58.549,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221200,San Isidro,-34.506,-58.579,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221201,San Miguel,-34.578,-58.686,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221202,San Miguel,-34.526,-58.711,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221203,San Miguel,-34.526,-58.711,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221204,San Miguel,-34.526,-58.711,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221205,Tigre,-34.497,-58.615,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221206,Tigre,-34.48,-58.629,c. 50-199,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",125
221207,Tigre,-34.408,-58.594,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221208,Tigre,-34.405,-58.598,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221209,Tigre,-34.438,-58.679,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221210,Tigre,-34.421,-58.596,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221211,Tigre,-34.485,-58.612,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221212,Tigre,-34.432,-58.665,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221213,Tigre,-34.486,-58.616,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221214,Tigre,-34.484,-58.613,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221215,Tigre,-34.478,-58.651,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221216,Tigre,-34.464,-58.683,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221217,Tres de Febrero,-34.562,-58.608,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221218,Tres de Febrero,-34.626,-58.562,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221219,Tres de Febrero,-34.577,-58.588,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221220,Tres de Febrero,-34.612,-58.581,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221221,Tres de Febrero,-34.571,-58.604,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221222,Tres de Febrero,-34.6,-58.565,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221223,Tres de Febrero,-34.623,-58.548,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221224,Tres de Febrero,-34.609,-58.58,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221225,Tres de Febrero,-34.644,-58.534,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221226,Tres de Febrero,-34.562,-58.608,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221227,Tres de Febrero,-34.568,-58.603,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221228,Tres de Febrero,-34.616,-58.565,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
221229,Tres de Febrero,-34.612,-58.581,a. 1-9,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",5
221230,Tres de Febrero,-34.571,-58.615,b. 10-49,25,"Fabricación de productos elaborados del metal, excepto maquinaria y equipo",25
